Tile ID,Image ID,Date,Region,Country,Biome Type,Latitude,Longitude,Elevation (m),Slope (°),Rainfall (mm),Temperature (°C),Cloud Cover (%),Fire Alerts (7d),NDVI (Vegetation Index),NDMI (Moisture Index),EVI (Enhanced Vegetation Index),Tree Cover (%),Canopy Height (m),Distance to Road (km),Distance to Settlement (km),Distance to River (km),"Protected Area (1=Yes,0=No)","Logging Concession (1=Yes,0=No)",Population Density (per km²),Forest Loss Last 3Y (%),Cumulative Deforested Area (%),"Deforestation Event (Yes=1,No=0)",Predicted Risk Score,Dataset Split,Image File Path
T0061,T0061_20240701,7/1/2024,Congo Basin,Congo,Tropical Rainforest,-0.54104,17.83896,374.9,7.5,87.3,26.1,28.5,8,0.557,0.171,0.472,98,35.9,0.96,36.62,6.18,0,0,20.8,11.1,0,0,0.907,test,s3://sat-imagery/congobasin/T0061/2024/07/01/tile.tif
T0061,T0061_20240801,8/1/2024,Congo Basin,Congo,Tropical Rainforest,-0.54104,17.83896,374.9,7.5,-24.2,26.5,22.6,15,0.485,0.032,0.401,98,35.9,0.96,36.62,6.18,0,0,20.8,11.1,1.34,1,0.935,test,s3://sat-imagery/congobasin/T0061/2024/08/01/tile.tif
T0061,T0061_20240901,9/1/2024,Congo Basin,Congo,Tropical Rainforest,-0.54104,17.83896,374.9,7.5,71.5,26.7,28.4,6,0.489,0.125,0.414,98,35.9,0.96,36.62,6.18,0,0,20.8,11.1,1.34,1,0.908,test,s3://sat-imagery/congobasin/T0061/2024/09/01/tile.tif
T0061,T0061_20241001,10/1/2024,Congo Basin,Congo,Tropical Rainforest,-0.54104,17.83896,374.9,7.5,3.6,26.6,4.4,10,0.427,0.083,0.441,98,35.9,0.96,36.62,6.18,0,0,20.8,11.1,1.34,1,0.925,test,s3://sat-imagery/congobasin/T0061/2024/10/01/tile.tif
T0062,T0062_20240101,1/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,444.4,25.3,80.2,4,0.67,0.271,0.485,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.851,train,s3://sat-imagery/seasia/T0062/2024/01/01/tile.tif
T0062,T0062_20240201,2/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,455.9,24.9,51.4,2,0.609,0.291,0.522,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.847,train,s3://sat-imagery/seasia/T0062/2024/02/01/tile.tif
T0062,T0062_20240301,3/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,452.9,24.7,49.8,1,0.584,0.253,0.477,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.847,train,s3://sat-imagery/seasia/T0062/2024/03/01/tile.tif
T0062,T0062_20240401,4/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,376.6,24.9,50.5,2,0.678,0.259,0.482,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.843,train,s3://sat-imagery/seasia/T0062/2024/04/01/tile.tif
T0062,T0062_20240501,5/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,344.9,25.3,43.6,4,0.651,0.288,0.491,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.851,train,s3://sat-imagery/seasia/T0062/2024/05/01/tile.tif
T0062,T0062_20240601,6/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,208.3,25.9,16.5,4,0.534,0.212,0.436,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.868,train,s3://sat-imagery/seasia/T0062/2024/06/01/tile.tif
T0062,T0062_20240701,7/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,-12.7,26.5,9.2,8,0.493,0.058,0.365,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.906,train,s3://sat-imagery/seasia/T0062/2024/07/01/tile.tif
T0062,T0062_20240801,8/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,-17,26.9,20.9,5,0.513,0.07,0.354,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.896,train,s3://sat-imagery/seasia/T0062/2024/08/01/tile.tif
T0062,T0062_20240901,9/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,-3.4,27.1,11.2,7,0.46,0.082,0.418,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.903,train,s3://sat-imagery/seasia/T0062/2024/09/01/tile.tif
T0062,T0062_20241001,10/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.23847,116.05938,288.1,2.1,73.9,27,45.6,4,0.511,0.093,0.417,91,30.3,10.86,42.68,8.02,0,0,5.7,6,0,0,0.886,train,s3://sat-imagery/seasia/T0062/2024/10/01/tile.tif
T0063,T0063_20240101,1/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,383.2,27.4,63.2,1,0.599,0.222,0.473,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,0,0,0.843,train,s3://sat-imagery/amazon/T0063/2024/01/01/tile.tif
T0063,T0063_20240201,2/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,453.2,27,34.1,5,0.602,0.248,0.423,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,0,0,0.856,train,s3://sat-imagery/amazon/T0063/2024/02/01/tile.tif
T0063,T0063_20240301,3/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,439.9,26.8,70.3,2,0.555,0.259,0.412,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.848,train,s3://sat-imagery/amazon/T0063/2024/03/01/tile.tif
T0063,T0063_20240401,4/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,350.5,26.9,60,4,0.546,0.24,0.436,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.857,train,s3://sat-imagery/amazon/T0063/2024/04/01/tile.tif
T0063,T0063_20240501,5/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,104.6,27.4,41.5,5,0.51,0.148,0.395,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.881,train,s3://sat-imagery/amazon/T0063/2024/05/01/tile.tif
T0063,T0063_20240601,6/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,199,28,29.5,4,0.579,0.169,0.446,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.864,train,s3://sat-imagery/amazon/T0063/2024/06/01/tile.tif
T0063,T0063_20240701,7/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,114.7,28.6,45.1,2,0.539,0.149,0.418,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.868,train,s3://sat-imagery/amazon/T0063/2024/07/01/tile.tif
T0063,T0063_20240801,8/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,-7.8,29,49.2,10,0.403,0.006,0.349,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.914,train,s3://sat-imagery/amazon/T0063/2024/08/01/tile.tif
T0063,T0063_20240901,9/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,-10,29.2,35.3,7,0.455,0.017,0.373,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,2.61,1,0.903,train,s3://sat-imagery/amazon/T0063/2024/09/01/tile.tif
T0063,T0063_20241001,10/1/2024,Amazon,Colombia,Tropical Rainforest,-7.04209,-61.86957,245.2,3.7,201.4,29,14,3,0.578,0.181,0.428,82.1,14.9,21.2,36.8,9.9,0,0,1.7,11.4,4.12,1,0.86,train,s3://sat-imagery/amazon/T0063/2024/10/01/tile.tif
T0064,T0064_20240101,1/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,249.7,26.2,37.4,1,0.613,0.265,0.483,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.799,train,s3://sat-imagery/congobasin/T0064/2024/01/01/tile.tif
T0064,T0064_20240201,2/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,425.2,25.8,26.7,1,0.663,0.23,0.487,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.795,train,s3://sat-imagery/congobasin/T0064/2024/02/01/tile.tif
T0064,T0064_20240301,3/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,423.4,25.6,66.3,3,0.608,0.269,0.482,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.807,train,s3://sat-imagery/congobasin/T0064/2024/03/01/tile.tif
T0064,T0064_20240401,4/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,447.3,25.8,30.9,1,0.648,0.282,0.508,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.793,train,s3://sat-imagery/congobasin/T0064/2024/04/01/tile.tif
T0064,T0064_20240501,5/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,407.5,26.2,36.3,2,0.629,0.249,0.506,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.802,train,s3://sat-imagery/congobasin/T0064/2024/05/01/tile.tif
T0064,T0064_20240601,6/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,188.5,26.8,45.5,2,0.589,0.223,0.49,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.815,train,s3://sat-imagery/congobasin/T0064/2024/06/01/tile.tif
T0064,T0064_20240701,7/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,39,27.4,24.1,5,0.448,0.106,0.433,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.861,train,s3://sat-imagery/congobasin/T0064/2024/07/01/tile.tif
T0064,T0064_20240801,8/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,-9.8,27.8,44.8,6,0.443,0.066,0.404,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.871,train,s3://sat-imagery/congobasin/T0064/2024/08/01/tile.tif
T0064,T0064_20240901,9/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,72.1,28,57.8,7,0.496,0.114,0.449,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.861,train,s3://sat-imagery/congobasin/T0064/2024/09/01/tile.tif
T0064,T0064_20241001,10/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.59445,14.7491,397,2.9,52,27.9,29.5,3,0.509,0.129,0.411,92.8,32.2,14.99,49.72,4.65,1,1,3.8,19.9,0,0,0.846,train,s3://sat-imagery/congobasin/T0064/2024/10/01/tile.tif
T0065,T0065_20240101,1/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,383.8,26.1,71.7,6,0.545,0.226,0.478,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,0,0,0.85,val,s3://sat-imagery/seasia/T0065/2024/01/01/tile.tif
T0065,T0065_20240201,2/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,431.1,25.7,29.7,4,0.611,0.233,0.472,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,0,0,0.836,val,s3://sat-imagery/seasia/T0065/2024/02/01/tile.tif
T0065,T0065_20240301,3/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,411.4,25.5,45.3,3,0.602,0.239,0.495,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,0,0,0.833,val,s3://sat-imagery/seasia/T0065/2024/03/01/tile.tif
T0065,T0065_20240401,4/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,370.2,25.6,78.9,4,0.603,0.256,0.459,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,0,0,0.836,val,s3://sat-imagery/seasia/T0065/2024/04/01/tile.tif
T0065,T0065_20240501,5/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,129.6,26.1,17.3,5,0.462,0.161,0.428,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,0,0,0.868,val,s3://sat-imagery/seasia/T0065/2024/05/01/tile.tif
T0065,T0065_20240601,6/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,114.2,26.6,32.2,2,0.463,0.155,0.421,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,1.18,1,0.859,val,s3://sat-imagery/seasia/T0065/2024/06/01/tile.tif
T0065,T0065_20240701,7/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,168.4,27.3,56.9,3,0.567,0.16,0.414,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,1.89,1,0.849,val,s3://sat-imagery/seasia/T0065/2024/07/01/tile.tif
T0065,T0065_20240801,8/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,32.1,27.7,19.8,10,0.46,0.055,0.393,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,1.89,1,0.896,val,s3://sat-imagery/seasia/T0065/2024/08/01/tile.tif
T0065,T0065_20240901,9/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,99.5,27.9,31.3,3,0.464,0.134,0.375,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,1.89,1,0.864,val,s3://sat-imagery/seasia/T0065/2024/09/01/tile.tif
T0065,T0065_20241001,10/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-2.41125,115.09378,51.6,4.2,105.9,27.7,33.6,4,0.458,0.096,0.391,85.9,30.7,16.1,78.9,0.26,0,0,9.9,15.1,1.89,1,0.87,val,s3://sat-imagery/seasia/T0065/2024/10/01/tile.tif
T0066,T0066_20240101,1/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,257.5,26.7,50.5,3,0.55,0.234,0.45,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,0,0,0.87,train,s3://sat-imagery/amazon/T0066/2024/01/01/tile.tif
T0066,T0066_20240201,2/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,304.2,26.2,24.6,2,0.564,0.25,0.457,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,0,0,0.865,train,s3://sat-imagery/amazon/T0066/2024/02/01/tile.tif
T0066,T0066_20240301,3/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,353.2,26,56.2,4,0.636,0.269,0.467,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,0,0,0.866,train,s3://sat-imagery/amazon/T0066/2024/03/01/tile.tif
T0066,T0066_20240401,4/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,301.2,26.2,46.4,4,0.513,0.237,0.436,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,0,0,0.876,train,s3://sat-imagery/amazon/T0066/2024/04/01/tile.tif
T0066,T0066_20240501,5/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,336.8,26.6,29.1,4,0.548,0.236,0.448,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,0,0,0.873,train,s3://sat-imagery/amazon/T0066/2024/05/01/tile.tif
T0066,T0066_20240601,6/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,238.9,27.2,47.2,2,0.546,0.213,0.42,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,1.89,1,0.87,train,s3://sat-imagery/amazon/T0066/2024/06/01/tile.tif
T0066,T0066_20240701,7/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,189,27.8,29.9,1,0.461,0.144,0.436,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,1.89,1,0.879,train,s3://sat-imagery/amazon/T0066/2024/07/01/tile.tif
T0066,T0066_20240801,8/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,85.9,28.3,52.5,5,0.444,0.093,0.42,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,1.89,1,0.901,train,s3://sat-imagery/amazon/T0066/2024/08/01/tile.tif
T0066,T0066_20240901,9/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,86.4,28.4,46.4,6,0.476,0.096,0.375,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,1.89,1,0.902,train,s3://sat-imagery/amazon/T0066/2024/09/01/tile.tif
T0066,T0066_20241001,10/1/2024,Amazon,Colombia,Tropical Rainforest,-6.28873,-62.15063,85.6,6.8,104.6,28.3,48.6,4,0.474,0.094,0.406,77.7,29.4,29.45,28.45,6.82,0,0,2.4,33.5,1.89,1,0.896,train,s3://sat-imagery/amazon/T0066/2024/10/01/tile.tif
T0067,T0067_20240101,1/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,413,27.2,46.2,7,0.57,0.246,0.471,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,0,0,0.896,train,s3://sat-imagery/congobasin/T0067/2024/01/01/tile.tif
T0067,T0067_20240201,2/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,424.7,26.8,60.9,4,0.565,0.291,0.46,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,0,0,0.885,train,s3://sat-imagery/congobasin/T0067/2024/02/01/tile.tif
T0067,T0067_20240301,3/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,425.3,26.6,30.8,6,0.577,0.232,0.467,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,0,0,0.893,train,s3://sat-imagery/congobasin/T0067/2024/03/01/tile.tif
T0067,T0067_20240401,4/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,297.4,26.7,42.4,7,0.576,0.232,0.485,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,0,0,0.896,train,s3://sat-imagery/congobasin/T0067/2024/04/01/tile.tif
T0067,T0067_20240501,5/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,381.2,27.2,66.8,4,0.649,0.258,0.481,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,2.64,1,0.882,train,s3://sat-imagery/congobasin/T0067/2024/05/01/tile.tif
T0067,T0067_20240601,6/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,64.8,27.8,59.8,4,0.448,0.097,0.415,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,2.64,1,0.912,train,s3://sat-imagery/congobasin/T0067/2024/06/01/tile.tif
T0067,T0067_20240701,7/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,170,28.4,17.9,1,0.563,0.169,0.421,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,2.64,1,0.888,train,s3://sat-imagery/congobasin/T0067/2024/07/01/tile.tif
T0067,T0067_20240801,8/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,12.1,28.8,23.3,6,0.394,0.055,0.339,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,2.64,1,0.924,train,s3://sat-imagery/congobasin/T0067/2024/08/01/tile.tif
T0067,T0067_20240901,9/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,36.9,29,58.6,9,0.462,0.094,0.388,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,4.62,1,0.925,train,s3://sat-imagery/congobasin/T0067/2024/09/01/tile.tif
T0067,T0067_20241001,10/1/2024,Congo Basin,Congo,Tropical Rainforest,-1.3025,17.08149,312.4,5.4,10.3,28.9,22.7,13,0.4,0.051,0.335,85.1,32.8,10.92,2.04,1.26,0,0,4.9,12,4.62,1,0.937,train,s3://sat-imagery/congobasin/T0067/2024/10/01/tile.tif
T0068,T0068_20240101,1/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,245.5,25.5,65.4,3,0.543,0.213,0.45,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,0,0,0.907,test,s3://sat-imagery/seasia/T0068/2024/01/01/tile.tif
T0068,T0068_20240201,2/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,432.2,25.1,65.4,5,0.655,0.228,0.447,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,0,0,0.905,test,s3://sat-imagery/seasia/T0068/2024/02/01/tile.tif
T0068,T0068_20240301,3/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,426.4,24.9,48.2,4,0.575,0.212,0.451,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,0,0,0.907,test,s3://sat-imagery/seasia/T0068/2024/03/01/tile.tif
T0068,T0068_20240401,4/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,428.6,25,60,1,0.515,0.232,0.446,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,2.26,1,0.901,test,s3://sat-imagery/seasia/T0068/2024/04/01/tile.tif
T0068,T0068_20240501,5/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,395.3,25.5,71.9,5,0.584,0.234,0.471,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,2.26,1,0.908,test,s3://sat-imagery/seasia/T0068/2024/05/01/tile.tif
T0068,T0068_20240601,6/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,124.7,26.1,42.9,3,0.477,0.126,0.429,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,2.26,1,0.92,test,s3://sat-imagery/seasia/T0068/2024/06/01/tile.tif
T0068,T0068_20240701,7/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,62,26.7,6.5,7,0.486,0.099,0.405,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,3.65,1,0.932,test,s3://sat-imagery/seasia/T0068/2024/07/01/tile.tif
T0068,T0068_20240801,8/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,17.5,27.1,41.6,8,0.424,0.051,0.35,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,3.65,1,0.939,test,s3://sat-imagery/seasia/T0068/2024/08/01/tile.tif
T0068,T0068_20240901,9/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,7.8,27.3,32.2,6,0.417,0.018,0.338,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,5.99,1,0.937,test,s3://sat-imagery/seasia/T0068/2024/09/01/tile.tif
T0068,T0068_20241001,10/1/2024,SE Asia,Indonesia,Tropical Rainforest,0.48911,116.43416,548.4,9.5,7.6,27.2,24,6,0.37,0.047,0.314,78.6,35.8,21.14,41.97,11.12,0,1,2.9,25.3,5.99,1,0.938,test,s3://sat-imagery/seasia/T0068/2024/10/01/tile.tif
T0069,T0069_20240101,1/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,249.3,24.4,45.2,5,0.578,0.264,0.466,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.897,test,s3://sat-imagery/amazon/T0069/2024/01/01/tile.tif
T0069,T0069_20240201,2/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,370.2,23.9,39.3,5,0.534,0.24,0.521,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.9,test,s3://sat-imagery/amazon/T0069/2024/02/01/tile.tif
T0069,T0069_20240301,3/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,364.4,23.8,53.6,3,0.582,0.241,0.486,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.891,test,s3://sat-imagery/amazon/T0069/2024/03/01/tile.tif
T0069,T0069_20240401,4/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,316.7,23.9,49.7,2,0.602,0.261,0.475,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.886,test,s3://sat-imagery/amazon/T0069/2024/04/01/tile.tif
T0069,T0069_20240501,5/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,149.5,24.3,42.4,3,0.505,0.183,0.432,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.905,test,s3://sat-imagery/amazon/T0069/2024/05/01/tile.tif
T0069,T0069_20240601,6/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,230.1,24.9,44.4,6,0.561,0.23,0.468,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.903,test,s3://sat-imagery/amazon/T0069/2024/06/01/tile.tif
T0069,T0069_20240701,7/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,91.9,25.5,40.5,3,0.512,0.1,0.363,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.912,test,s3://sat-imagery/amazon/T0069/2024/07/01/tile.tif
T0069,T0069_20240801,8/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,76.1,26,13.9,4,0.475,0.069,0.448,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.918,test,s3://sat-imagery/amazon/T0069/2024/08/01/tile.tif
T0069,T0069_20240901,9/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,74.5,26.1,47.3,4,0.505,0.065,0.375,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.916,test,s3://sat-imagery/amazon/T0069/2024/09/01/tile.tif
T0069,T0069_20241001,10/1/2024,Amazon,Brazil,Tropical Rainforest,-4.79594,-61.80253,526.7,3.6,81.7,26,29.2,10,0.476,0.125,0.413,83.5,26.4,18.52,10.23,10.7,0,0,6.3,36.6,2.74,1,0.928,test,s3://sat-imagery/amazon/T0069/2024/10/01/tile.tif
T0070,T0070_20240101,1/1/2024,Congo Basin,Gabon,Tropical Rainforest,-2.78841,15.34232,162.8,10.5,305.6,24.9,16,2,0.668,0.272,0.519,98,14.1,13.35,55.77,8.37,1,0,7.4,1.9,0,0,0.692,train,s3://sat-imagery/congobasin/T0070/2024/01/01/tile.tif
T0070,T0070_20240201,2/1/2024,Congo Basin,Gabon,Tropical Rainforest,-2.78841,15.34232,162.8,10.5,310.2,24.5,19.9,2,0.66,0.263,0.552,98,14.1,13.35,55.77,8.37,1,0,7.4,1.9,0,0,0.693,train,s3://sat-imagery/congobasin/T0070/2024/02/01/tile.tif
